Algorithm,Map,Starting Pose,local_int,time,total_dist,to_20,to_30,to_40,to_50,to_60,to_70,to_80,to_90,to_100
greedy,6,bottom_right,73.0,1.073071002960205,294.0609665440985,9.0,14.0,15.0,17.0,19.0,21.0,23.0,43.0,80.0
greedy,7,top_left,43.0,1.4058489799499512,408.11479041326095,9.0,12.0,16.0,20.0,28.0,33.0,42.0,48.0,112.0
greedy,7,top_right,53.0,1.1803650856018066,275.3624817342636,7.0,10.0,15.0,17.0,23.0,47.0,51.0,56.0,78.0
greedy,7,bottom_left,58.0,1.1186859607696533,292.91883092036767,7.0,13.0,17.0,23.0,26.0,30.0,40.0,70.0,81.0
greedy,7,bottom_right,55.0,1.1021099090576172,279.3624817342636,10.0,13.0,17.0,21.0,26.0,31.0,36.0,65.0,81.0
greedy,8,top_left,18.0,0.862159013748169,217.11984104714432,8.0,14.0,18.0,21.0,25.0,32.0,37.0,39.0,57.0
greedy,8,top_right,114.0,1.5419721603393555,353.0437226013953,9.0,13.0,15.0,20.0,28.0,49.0,75.0,82.0,95.0
greedy,8,bottom_left,100.0,1.4342429637908936,367.2863632885146,9.0,15.0,18.0,22.0,33.0,42.0,54.0,58.0,99.0
greedy,8,bottom_right,40.0,1.0725631713867188,249.8477631085022,9.0,11.0,16.0,24.0,31.0,43.0,47.0,53.0,68.0
greedy,9,top_left,54.0,1.271461009979248,334.6589462905451,11.0,13.0,21.0,31.0,39.0,47.0,56.0,61.0,92.0
greedy,9,top_right,28.0,1.2777419090270996,356.65894629054515,7.0,11.0,13.0,18.0,21.0,36.0,51.0,67.0,99.0
greedy,9,bottom_left,49.0,1.3894689083099365,342.68838354206804,9.0,13.0,18.0,24.0,49.0,58.0,62.0,85.0,98.0
greedy,9,bottom_right,77.0,1.599599838256836,397.39906166072274,14.0,20.0,26.0,29.0,33.0,45.0,55.0,60.0,112.0
greedy,10,top_left,42.0,1.3495030403137207,281.84776310850214,12.0,24.0,30.0,52.0,56.0,60.0,63.0,69.0,80.0
greedy,10,top_right,26.0,1.2044439315795898,285.67619023324835,9.0,14.0,18.0,22.0,29.0,33.0,39.0,53.0,81.0
greedy,10,bottom_left,39.0,1.154655933380127,294.132034355964,7.0,10.0,14.0,21.0,24.0,31.0,35.0,42.0,82.0
greedy,10,bottom_right,38.0,1.1552989482879639,321.27416997969493,7.0,12.0,16.0,21.0,26.0,39.0,50.0,72.0,87.0
utility,1,top_left,28.0,2.3804428577423096,207.0487732352789,6.0,9.0,11.0,14.0,17.0,20.0,23.0,30.0,55.0
utility,1,top_right,65.0,1.65482497215271,209.8061325481596,5.0,7.0,10.0,13.0,17.0,21.0,25.0,29.0,58.0
utility,1,bottom_left,21.0,1.2535710334777832,194.39191898578653,6.0,9.0,10.0,13.0,17.0,21.0,23.0,29.0,52.0
utility,1,bottom_right,19.0,1.4405579566955566,220.77669529663672,6.0,10.0,12.0,15.0,17.0,19.0,23.0,31.0,57.0
utility,2,top_left,25.0,1.7303850650787354,223.80613254815958,6.0,10.0,15.0,18.0,22.0,24.0,30.0,33.0,62.0
utility,2,top_right,29.0,1.7900209426879883,214.22034611053272,6.0,10.0,13.0,15.0,20.0,23.0,26.0,40.0,58.0
utility,2,bottom_left,24.0,1.552663803100586,219.11984104714435,6.0,8.0,11.0,14.0,15.0,18.0,23.0,30.0,60.0
utility,2,bottom_right,45.0,1.6965508460998535,226.70562748477127,7.0,10.0,12.0,14.0,16.0,18.0,21.0,26.0,60.0
utility,3,top_left,17.0,1.590188980102539,209.66399692442866,8.0,13.0,16.0,20.0,23.0,26.0,29.0,40.0,57.0
utility,3,top_right,28.0,1.365056037902832,190.66399692442866,9.0,11.0,13.0,17.0,21.0,28.0,33.0,36.0,51.0
utility,3,bottom_left,20.0,1.358139991760254,199.49242404917487,6.0,10.0,14.0,19.0,26.0,40.0,44.0,48.0,54.0
utility,3,bottom_right,28.0,1.6514019966125488,226.46298679765198,7.0,9.0,12.0,15.0,17.0,21.0,26.0,38.0,63.0
utility,4,top_left,29.0,1.7371809482574463,250.50461735799456,5.0,11.0,15.0,17.0,20.0,25.0,31.0,34.0,67.0
utility,4,top_right,25.0,1.7247719764709473,241.46298679765198,8.0,10.0,14.0,19.0,26.0,31.0,36.0,43.0,66.0
utility,4,bottom_left,22.0,1.1810250282287598,163.0365799264592,6.0,11.0,13.0,17.0,19.0,22.0,31.0,33.0,44.0
utility,4,bottom_right,40.0,1.9653129577636719,259.1614716074869,9.0,14.0,20.0,22.0,26.0,29.0,32.0,35.0,70.0
utility,5,top_left,44.0,2.696331024169922,407.8843430349613,8.0,11.0,16.0,20.0,26.0,35.0,39.0,42.0,114.0
utility,5,top_right,41.0,2.0286788940429688,298.2325394193523,8.0,14.0,19.0,27.0,36.0,38.0,44.0,50.0,84.0
utility,5,bottom_left,17.0,1.8969550132751465,279.4629867976519,10.0,13.0,16.0,20.0,27.0,31.0,32.0,40.0,86.0
utility,5,bottom_right,61.0,2.9342339038848877,410.0437226013956,5.0,9.0,15.0,20.0,25.0,27.0,30.0,45.0,121.0
utility,6,top_left,33.0,1.8093180656433105,264.16147160748693,10.0,14.0,18.0,20.0,22.0,24.0,30.0,56.0,71.0
utility,6,top_right,71.0,2.3599398136138916,320.27416997969493,8.0,10.0,14.0,17.0,23.0,29.0,37.0,63.0,88.0
utility,6,bottom_left,24.0,1.8537237644195557,264.84776310850214,7.0,10.0,18.0,21.0,26.0,31.0,34.0,38.0,73.0
utility,6,bottom_right,20.0,1.8476459980010986,305.4751801064716,9.0,12.0,16.0,21.0,29.0,36.0,38.0,45.0,84.0
utility,7,top_left,18.0,2.4765610694885254,357.83051916579893,7.0,12.0,14.0,23.0,25.0,32.0,38.0,47.0,102.0
utility,7,top_right,26.0,2.064023971557617,331.2741699796949,9.0,12.0,18.0,27.0,31.0,33.0,39.0,53.0,93.0
utility,7,bottom_left,70.0,3.1371591091156006,477.0975464705582,8.0,12.0,21.0,27.0,28.0,33.0,39.0,58.0,133.0
utility,7,bottom_right,18.0,1.768712043762207,275.2619766708753,10.0,14.0,18.0,20.0,23.0,30.0,39.0,49.0,79.0
utility,8,top_left,56.0,2.8150510787963867,334.62950903902225,7.0,10.0,19.0,23.0,28.0,32.0,51.0,60.0,91.0
utility,8,top_right,24.0,1.8297410011291504,287.13203435596404,7.0,12.0,19.0,23.0,25.0,31.0,39.0,48.0,79.0
utility,8,bottom_left,28.0,1.8718531131744385,285.2031021678295,12.0,16.0,22.0,27.0,31.0,34.0,46.0,52.0,76.0
utility,8,bottom_right,13.0,2.164005994796753,344.9015869776644,6.0,9.0,12.0,18.0,23.0,35.0,45.0,60.0,96.0
utility,9,top_left,14.0,1.8830711841583252,271.7472580451138,12.0,17.0,20.0,23.0,25.0,30.0,40.0,56.0,79.0
utility,9,top_right,28.0,2.0147769451141357,300.0609665440985,7.0,11.0,16.0,23.0,28.0,32.0,36.0,57.0,85.0
utility,9,bottom_left,13.0,2.2024600505828857,341.0020920410528,7.0,11.0,16.0,29.0,35.0,37.0,39.0,50.0,95.0
utility,9,bottom_right,36.0,2.3357980251312256,297.8183258569793,13.0,20.0,24.0,30.0,33.0,36.0,39.0,45.0,87.0
utility,10,top_left,48.0,2.7756612300872803,346.3868683519029,16.0,20.0,24.0,30.0,33.0,40.0,49.0,56.0,99.0
utility,10,top_right,14.0,2.8062031269073486,426.8843430349615,8.0,14.0,16.0,21.0,25.0,35.0,59.0,69.0,119.0
utility,10,bottom_left,29.0,2.1955080032348633,354.7716446627532,7.0,14.0,17.0,21.0,25.0,30.0,32.0,44.0,97.0
utility,10,bottom_right,40.0,2.8850910663604736,406.57063453597664,7.0,10.0,14.0,20.0,23.0,26.0,47.0,74.0,120.0
mdp,1,top_left,23.0,36.69708299636841,172.62236636408608,6.0,9.0,11.0,13.0,14.0,16.0,18.0,24.0,46.0
mdp,1,top_right,38.0,43.8482620716095,218.46298679765198,5.0,9.0,11.0,14.0,16.0,17.0,19.0,24.0,57.0
mdp,1,bottom_left,24.0,36.228744983673096,170.86500705120537,6.0,10.0,12.0,14.0,15.0,17.0,20.0,22.0,45.0
mdp,1,bottom_right,28.0,44.6132230758667,203.83556979968247,7.0,9.0,12.0,15.0,17.0,19.0,22.0,24.0,55.0
mdp,2,top_left,19.0,36.00010704994202,178.4507934888323,6.0,8.0,12.0,15.0,17.0,18.0,20.0,23.0,49.0
mdp,2,top_right,36.0,47.79573106765747,198.5929291125632,7.0,11.0,15.0,17.0,18.0,21.0,24.0,28.0,54.0
mdp,2,bottom_left,26.0,43.67009902000427,183.10764773832466,6.0,8.0,11.0,14.0,16.0,18.0,20.0,25.0,50.0
mdp,2,bottom_right,21.0,41.601284980773926,182.2792206135785,7.0,10.0,12.0,15.0,16.0,18.0,25.0,30.0,49.0
mdp,3,top_left,28.0,43.213475942611694,200.66399692442866,9.0,11.0,13.0,16.0,18.0,22.0,25.0,41.0,54.0
mdp,3,top_right,29.0,53.47832798957825,271.1198410471443,9.0,12.0,16.0,22.0,24.0,26.0,28.0,35.0,76.0
mdp,3,bottom_left,10.0,32.33466196060181,198.52186130069776,6.0,9.0,12.0,15.0,21.0,23.0,28.0,42.0,55.0
mdp,3,bottom_right,20.0,39.38304400444031,202.66399692442872,6.0,9.0,12.0,14.0,17.0,20.0,23.0,30.0,54.0
mdp,4,top_left,46.0,52.86329388618469,234.29141392239814,6.0,10.0,12.0,15.0,16.0,18.0,23.0,26.0,63.0
mdp,4,top_right,13.0,31.119865894317627,175.86500705120537,8.0,10.0,13.0,17.0,24.0,27.0,30.0,34.0,47.0
mdp,4,bottom_left,39.0,47.91159105300903,193.35028842544392,7.0,14.0,16.0,17.0,20.0,23.0,26.0,29.0,53.0
mdp,4,bottom_right,38.0,63.0640389919281,322.61731573020256,9.0,13.0,16.0,23.0,32.0,39.0,44.0,53.0,90.0
mdp,5,top_left,25.0,50.231449127197266,286.11984104714435,7.0,11.0,14.0,18.0,21.0,24.0,28.0,55.0,80.0
mdp,5,top_right,9.0,37.07003402709961,236.30865786510128,10.0,14.0,17.0,18.0,19.0,23.0,34.0,38.0,71.0
mdp,5,bottom_left,11.0,36.14096713066101,231.35028842544392,8.0,10.0,13.0,15.0,18.0,19.0,22.0,35.0,65.0
mdp,5,bottom_right,25.0,51.40517210960388,283.84776310850214,5.0,8.0,12.0,16.0,19.0,22.0,25.0,39.0,79.0
mdp,6,top_left,44.0,61.27587699890137,318.03152929257567,9.0,15.0,24.0,27.0,31.0,35.0,40.0,62.0,85.0
mdp,6,top_right,33.0,53.21234083175659,228.83556979968245,7.0,10.0,15.0,21.0,25.0,29.0,33.0,48.0,63.0
mdp,6,bottom_left,16.0,30.71566081047058,195.93607486307087,7.0,10.0,13.0,14.0,16.0,19.0,22.0,28.0,53.0
mdp,6,bottom_right,18.0,52.759941816329956,317.57568516986,11.0,15.0,18.0,20.0,25.0,30.0,40.0,57.0,89.0
mdp,7,top_left,17.0,40.60144901275635,266.7056274847712,7.0,14.0,18.0,23.0,27.0,30.0,34.0,38.0,75.0
mdp,7,top_right,41.0,60.21177005767822,378.97265478952977,9.0,11.0,14.0,16.0,27.0,30.0,35.0,41.0,103.0
mdp,7,bottom_left,17.0,44.91886901855469,295.9482681718905,7.0,10.0,13.0,15.0,19.0,22.0,26.0,42.0,84.0
mdp,7,bottom_right,28.0,51.85950708389282,318.2325394193524,10.0,13.0,17.0,21.0,23.0,32.0,45.0,47.0,88.0
mdp,8,top_left,36.0,56.48800182342529,274.7472580451138,8.0,10.0,12.0,15.0,18.0,21.0,26.0,35.0,74.0
mdp,8,top_right,14.0,27.79592800140381,182.35028842544392,7.0,11.0,14.0,17.0,19.0,22.0,26.0,31.0,49.0
mdp,8,bottom_left,48.0,89.47570204734802,508.31074990615485,11.0,18.0,22.0,31.0,42.0,53.0,64.0,89.0,140.0
mdp,8,bottom_right,20.0,43.54711413383484,281.3330444827407,6.0,10.0,16.0,21.0,24.0,28.0,33.0,41.0,76.0
mdp,9,top_left,20.0,41.30480599403381,288.57568516986,11.0,16.0,19.0,22.0,25.0,29.0,35.0,54.0,79.0
mdp,9,top_right,17.0,50.779502868652344,358.17366491630656,7.0,9.0,12.0,15.0,17.0,21.0,33.0,49.0,99.0
mdp,9,bottom_left,8.0,39.78051805496216,327.6467529817254,8.0,10.0,16.0,18.0,22.0,26.0,38.0,43.0,92.0
mdp,9,bottom_right,41.0,79.88271403312683,488.12698372208115,14.0,20.0,28.0,31.0,35.0,40.0,44.0,58.0,137.0
mdp,10,top_left,24.0,61.487793922424316,366.98989873223303,12.0,14.0,18.0,23.0,25.0,28.0,41.0,45.0,109.0
mdp,10,top_right,18.0,39.82583212852478,265.6051224213829,9.0,14.0,17.0,20.0,22.0,24.0,32.0,36.0,75.0
mdp,10,bottom_left,34.0,57.97263717651367,336.68838354206804,7.0,11.0,14.0,18.0,23.0,26.0,33.0,38.0,92.0
mdp,10,bottom_right,10.0,67.32897090911865,480.3746750430837,7.0,15.0,22.0,31.0,35.0,40.0,49.0,65.0,145.0
