Algorithm,Map,Starting Pose,local_int,time,total_dist,to_20,to_30,to_40,to_50,to_60,to_70,to_80,to_90,to_100
greedy,5,top_left,44.0,1.9667389392852783,387.44574285494883,10.0,13.0,17.0,22.0,35.0,43.0,47.0,71.0,111.0
greedy,5,top_right,55.0,1.9320120811462402,427.3868683519032,11.0,16.0,18.0,31.0,50.0,58.0,68.0,72.0,126.0
greedy,5,bottom_left,55.0,1.7849900722503662,368.132034355964,11.0,14.0,18.0,29.0,40.0,49.0,73.0,85.0,106.0
greedy,5,bottom_right,41.0,1.343576192855835,342.3746750430833,6.0,8.0,12.0,15.0,23.0,29.0,37.0,43.0,98.0
greedy,6,top_left,56.0,1.3681530952453613,367.5290039756339,15.0,20.0,23.0,27.0,30.0,34.0,38.0,91.0,99.0
greedy,6,top_right,44.0,1.6896741390228271,439.01428534987264,9.0,14.0,18.0,27.0,36.0,40.0,45.0,66.0,122.0
greedy,6,bottom_left,45.0,1.8758230209350586,340.27416997969493,12.0,16.0,29.0,34.0,41.0,49.0,61.0,69.0,94.0
greedy,6,bottom_right,41.0,2.1671669483184814,360.1025971044411,9.0,12.0,13.0,16.0,17.0,20.0,24.0,42.0,99.0
greedy,7,top_left,38.0,2.573499917984009,377.48737341529124,8.0,21.0,27.0,31.0,37.0,46.0,49.0,66.0,105.0
greedy,7,top_right,73.0,1.6696088314056396,422.1564209736037,12.0,19.0,22.0,42.0,47.0,50.0,63.0,75.0,119.0
greedy,7,bottom_left,62.0,1.874358892440796,384.5584412271568,12.0,17.0,20.0,28.0,30.0,47.0,58.0,73.0,108.0
greedy,7,bottom_right,20.0,1.6922309398651123,374.1025971044411,9.0,13.0,19.0,22.0,25.0,32.0,41.0,53.0,104.0
greedy,8,top_left,39.0,2.8396670818328857,287.4751801064716,8.0,11.0,15.0,18.0,21.0,27.0,59.0,66.0,79.0
greedy,8,top_right,27.0,3.2478268146514893,300.8599564173218,8.0,15.0,19.0,30.0,38.0,50.0,55.0,62.0,83.0
greedy,8,bottom_left,63.0,5.420277118682861,293.0609665440985,9.0,16.0,20.0,27.0,32.0,42.0,53.0,60.0,80.0
greedy,8,bottom_right,92.0,2.2146620750427246,347.244732728172,8.0,14.0,18.0,25.0,28.0,34.0,56.0,85.0,94.0
greedy,9,top_left,75.0,1.5982329845428467,322.7178207935909,11.0,17.0,21.0,33.0,43.0,49.0,55.0,63.0,93.0
greedy,9,top_right,62.0,1.7648131847381592,395.48737341529136,10.0,15.0,39.0,48.0,52.0,55.0,68.0,97.0,113.0
greedy,9,bottom_left,55.0,2.5071518421173096,455.5706345359769,12.0,16.0,20.0,26.0,40.0,52.0,63.0,116.0,130.0
greedy,9,bottom_right,44.0,1.8392839431762695,337.27416997969493,12.0,18.0,26.0,36.0,56.0,59.0,64.0,77.0,96.0
greedy,10,top_left,63.0,1.3198859691619873,314.0315292925756,14.0,17.0,24.0,31.0,39.0,49.0,56.0,64.0,87.0
greedy,10,top_right,42.0,1.5630590915679932,454.3990616607232,11.0,16.0,21.0,22.0,27.0,30.0,83.0,93.0,128.0
greedy,10,bottom_left,56.0,2.4490368366241455,396.3279938488573,7.0,16.0,21.0,34.0,36.0,42.0,59.0,71.0,110.0
greedy,10,bottom_right,67.0,5.593127965927124,464.2274887854695,7.0,11.0,13.0,18.0,25.0,36.0,68.0,72.0,134.0
utility,1,top_left,32.0,2.6551990509033203,298.83051916579893,7.0,11.0,14.0,19.0,21.0,22.0,26.0,30.0,80.0
utility,1,top_right,32.0,2.3267409801483154,252.50461735799453,5.0,9.0,12.0,16.0,23.0,25.0,29.0,33.0,68.0
utility,1,bottom_left,17.0,2.0279440879821777,219.87720036002509,6.0,12.0,14.0,16.0,18.0,19.0,25.0,37.0,59.0
utility,1,bottom_right,37.0,3.326282024383545,398.8843430349613,7.0,9.0,13.0,17.0,18.0,20.0,23.0,27.0,104.0
utility,2,top_left,13.0,1.8550221920013428,206.0487732352789,8.0,10.0,14.0,17.0,20.0,25.0,35.0,46.0,56.0
utility,2,top_right,15.0,1.8168330192565918,264.57568516986,6.0,9.0,12.0,16.0,19.0,22.0,31.0,36.0,72.0
utility,2,bottom_left,32.0,2.228982925415039,249.4335495461291,5.0,8.0,12.0,15.0,18.0,23.0,27.0,31.0,68.0
utility,2,bottom_right,72.0,2.680027961730957,333.7594513539335,7.0,11.0,12.0,15.0,16.0,18.0,21.0,23.0,90.0
utility,3,top_left,16.0,1.5987939834594727,270.9898987322331,8.0,13.0,17.0,22.0,27.0,30.0,36.0,49.0,74.0
utility,3,top_right,29.0,2.151693105697632,280.4751801064716,11.0,13.0,15.0,18.0,23.0,27.0,39.0,48.0,77.0
utility,3,bottom_left,49.0,2.165045976638794,326.90158697766446,5.0,8.0,11.0,14.0,18.0,21.0,27.0,57.0,87.0
utility,3,bottom_right,21.0,4.12744402885437,276.13203435596404,6.0,10.0,12.0,14.0,17.0,19.0,24.0,29.0,76.0
utility,4,top_left,24.0,1.239029884338379,256.3330444827407,6.0,9.0,13.0,18.0,23.0,29.0,36.0,57.0,69.0
utility,4,top_right,18.0,2.3308768272399902,455.16861428242356,7.0,13.0,18.0,23.0,26.0,31.0,42.0,50.0,127.0
utility,4,bottom_left,25.0,1.5752289295196533,308.4457428549487,5.0,11.0,17.0,20.0,26.0,28.0,34.0,48.0,85.0
utility,4,bottom_right,50.0,1.8832249641418457,282.132034355964,8.0,13.0,19.0,22.0,27.0,30.0,54.0,58.0,76.0
utility,5,top_left,52.0,2.6654889583587646,550.2813126546321,9.0,12.0,15.0,21.0,27.0,31.0,48.0,63.0,156.0
utility,5,top_right,35.0,3.3182220458984375,675.8914857098993,10.0,16.0,22.0,26.0,28.0,34.0,45.0,74.0,196.0
utility,5,bottom_left,40.0,2.604304075241089,447.8132752230962,11.0,16.0,19.0,23.0,35.0,42.0,49.0,71.0,128.0
utility,5,bottom_right,30.0,2.272613763809204,517.0386719675128,7.0,10.0,16.0,20.0,22.0,26.0,42.0,67.0,141.0
utility,6,top_left,30.0,2.357105016708374,326.0020920410527,10.0,14.0,21.0,24.0,27.0,29.0,36.0,47.0,89.0
utility,6,top_right,50.0,1.8417580127716064,352.58787847867967,8.0,12.0,18.0,26.0,30.0,34.0,55.0,66.0,102.0
utility,6,bottom_left,28.0,1.6250059604644775,341.386868351903,7.0,12.0,15.0,18.0,30.0,34.0,42.0,75.0,91.0
utility,6,bottom_right,14.0,2.0207951068878174,398.1442276647838,9.0,16.0,28.0,39.0,61.0,67.0,74.0,90.0,113.0
utility,7,top_left,18.0,2.3446030616760254,534.2224381515864,7.0,11.0,14.0,31.0,42.0,52.0,55.0,126.0,147.0
utility,7,top_right,44.0,2.048935890197754,420.1564209736036,9.0,10.0,19.0,26.0,30.0,34.0,41.0,52.0,115.0
utility,7,bottom_left,38.0,2.51554799079895,427.85490578343865,7.0,12.0,17.0,24.0,28.0,30.0,34.0,40.0,117.0
utility,7,bottom_right,28.0,4.443552017211914,478.8549057834389,11.0,14.0,21.0,25.0,28.0,37.0,44.0,58.0,134.0
utility,8,top_left,11.0,1.5265069007873535,300.1025971044411,8.0,14.0,22.0,26.0,35.0,38.0,43.0,48.0,81.0
utility,8,top_right,17.0,1.3115119934082031,306.68838354206804,7.0,13.0,16.0,22.0,27.0,36.0,57.0,65.0,83.0
utility,8,bottom_left,24.0,1.4159531593322754,308.17366491630656,11.0,16.0,24.0,27.0,31.0,36.0,60.0,71.0,84.0
utility,8,bottom_right,71.0,2.7888450622558594,410.22748878546906,9.0,13.0,17.0,27.0,38.0,43.0,50.0,62.0,113.0
utility,9,top_left,54.0,3.4016530513763428,416.0853531617381,13.0,18.0,23.0,25.0,55.0,61.0,72.0,78.0,120.0
utility,9,top_right,42.0,2.61421799659729,480.13917703090084,8.0,11.0,15.0,19.0,26.0,35.0,48.0,56.0,134.0
utility,9,bottom_left,33.0,2.592305898666382,490.21024484276643,7.0,11.0,20.0,23.0,29.0,35.0,42.0,82.0,136.0
utility,9,bottom_right,30.0,2.4992711544036865,483.23968209428915,13.0,18.0,28.0,34.0,37.0,45.0,60.0,75.0,142.0
utility,10,top_left,56.0,3.4621949195861816,476.7249634685278,19.0,22.0,25.0,29.0,33.0,39.0,45.0,56.0,135.0
utility,10,top_right,41.0,2.7285990715026855,511.21024484276643,12.0,15.0,17.0,23.0,27.0,33.0,41.0,53.0,144.0
utility,10,bottom_left,35.0,5.4829490184783936,454.85490578343877,7.0,14.0,19.0,24.0,48.0,52.0,58.0,94.0,132.0
utility,10,bottom_right,20.0,3.1305019855499268,518.6244584051395,7.0,11.0,16.0,20.0,30.0,40.0,46.0,71.0,150.0
mdp,1,top_left,52.0,69.14462900161743,321.5168106668142,6.0,9.0,12.0,14.0,15.0,17.0,18.0,21.0,86.0
mdp,1,top_right,20.0,83.35397100448608,371.24473272817204,5.0,7.0,12.0,14.0,17.0,19.0,26.0,28.0,102.0
mdp,1,bottom_left,42.0,60.92950201034546,274.1614716074869,7.0,11.0,12.0,15.0,17.0,20.0,23.0,34.0,74.0
mdp,1,bottom_right,31.0,102.06583595275879,306.03152929257567,6.0,8.0,11.0,13.0,16.0,18.0,22.0,26.0,81.0
mdp,2,top_left,17.0,31.051265001296997,117.78174593052023,6.0,10.0,12.0,14.0,17.0,20.0,21.0,25.0,33.0
mdp,2,top_right,24.0,38.74771308898926,169.2375900532359,7.0,11.0,13.0,15.0,16.0,19.0,21.0,25.0,48.0
mdp,2,bottom_left,41.0,71.59493589401245,186.4507934888323,6.0,8.0,11.0,13.0,15.0,17.0,21.0,24.0,51.0
mdp,2,bottom_right,17.0,78.99306416511536,246.3624817342636,7.0,11.0,13.0,16.0,18.0,20.0,23.0,33.0,67.0
mdp,3,top_left,19.0,46.40669894218445,233.04877323527887,8.0,10.0,11.0,14.0,18.0,23.0,27.0,30.0,63.0
mdp,3,top_right,14.0,68.66487503051758,328.6467529817254,9.0,12.0,15.0,18.0,23.0,29.0,32.0,38.0,91.0
mdp,3,bottom_left,16.0,32.398343086242676,182.86500705120537,6.0,10.0,16.0,19.0,20.0,22.0,24.0,30.0,49.0
mdp,3,bottom_right,14.0,57.85072708129883,182.82337649086276,6.0,8.0,10.0,12.0,17.0,19.0,25.0,27.0,52.0
mdp,4,top_left,29.0,38.35999798774719,201.52186130069774,7.0,10.0,13.0,16.0,18.0,21.0,25.0,28.0,56.0
mdp,4,top_right,20.0,57.87569212913513,275.0782104868017,7.0,9.0,16.0,25.0,28.0,31.0,36.0,42.0,79.0
mdp,4,bottom_left,19.0,50.261117935180664,281.77669529663666,6.0,9.0,13.0,19.0,22.0,27.0,34.0,46.0,78.0
mdp,4,bottom_right,17.0,56.07663106918335,323.5756851698599,9.0,12.0,15.0,18.0,23.0,26.0,35.0,39.0,90.0
mdp,5,top_left,22.0,60.94072079658508,473.3574311003805,7.0,11.0,15.0,24.0,27.0,33.0,40.0,61.0,135.0
mdp,5,top_right,8.0,52.607757806777954,444.9188309203679,8.0,13.0,15.0,16.0,19.0,22.0,47.0,66.0,135.0
mdp,5,bottom_left,18.0,52.1831419467926,435.11479041326106,7.0,10.0,14.0,18.0,22.0,29.0,33.0,38.0,121.0
mdp,5,bottom_right,30.0,86.96265387535095,699.7493500861683,5.0,9.0,11.0,14.0,19.0,25.0,39.0,50.0,194.0
mdp,6,top_left,25.0,62.50073194503784,393.4995667241111,10.0,14.0,24.0,30.0,33.0,36.0,39.0,83.0,104.0
mdp,6,top_right,18.0,52.250072956085205,415.6467529817256,8.0,13.0,17.0,19.0,22.0,27.0,44.0,94.0,121.0
mdp,6,bottom_left,15.0,40.9232919216156,238.59292911256318,7.0,9.0,12.0,17.0,27.0,29.0,37.0,42.0,68.0
mdp,6,bottom_right,8.0,33.619446992874146,252.9777054234134,10.0,13.0,17.0,19.0,21.0,25.0,28.0,47.0,70.0
mdp,7,top_left,12.0,62.28713512420654,430.5290039756341,8.0,12.0,18.0,20.0,24.0,27.0,34.0,42.0,124.0
mdp,7,top_right,12.0,61.976479053497314,449.3574311003805,12.0,15.0,17.0,21.0,24.0,30.0,35.0,69.0,127.0
mdp,7,bottom_left,23.0,69.67618989944458,445.7300141024109,6.0,10.0,14.0,18.0,21.0,23.0,28.0,32.0,126.0
mdp,7,bottom_right,38.0,84.62100410461426,497.75440072005057,9.0,13.0,16.0,19.0,22.0,26.0,30.0,34.0,140.0
mdp,8,top_left,22.0,47.26905083656311,265.5046173579945,6.0,10.0,16.0,18.0,22.0,26.0,48.0,51.0,72.0
mdp,8,top_right,30.0,49.45894694328308,267.1198410471443,8.0,15.0,17.0,20.0,23.0,28.0,51.0,54.0,74.0
mdp,8,bottom_left,44.0,81.18633794784546,391.58787847867984,13.0,26.0,36.0,42.0,50.0,67.0,81.0,84.0,111.0
mdp,8,bottom_right,32.0,47.657549142837524,197.35028842544392,7.0,13.0,19.0,24.0,32.0,37.0,40.0,46.0,54.0
mdp,9,top_left,6.0,56.46907591819763,437.8843430349616,9.0,14.0,18.0,24.0,29.0,32.0,36.0,65.0,119.0
mdp,9,top_right,19.0,73.89005899429321,524.139177030901,7.0,9.0,12.0,17.0,34.0,37.0,50.0,65.0,144.0
mdp,9,bottom_left,29.0,56.54599094390869,311.5462479183371,9.0,11.0,17.0,21.0,25.0,31.0,34.0,41.0,85.0
mdp,9,bottom_right,51.0,95.41411995887756,514.0386719675126,14.0,17.0,22.0,29.0,48.0,52.0,56.0,64.0,140.0
mdp,10,top_left,18.0,57.33513808250427,387.40411229460625,17.0,23.0,26.0,29.0,33.0,37.0,51.0,56.0,112.0
mdp,10,top_right,18.0,57.73019599914551,380.65894629054515,7.0,12.0,15.0,17.0,19.0,21.0,27.0,41.0,106.0
mdp,10,bottom_left,14.0,54.68154191970825,318.81832585697924,7.0,10.0,13.0,17.0,20.0,22.0,30.0,56.0,89.0
mdp,10,bottom_right,7.0,60.49034404754639,440.88939366884506,6.0,9.0,12.0,19.0,21.0,26.0,38.0,48.0,129.0
